cultivo,region,temperatura_c,humedad_suelo_pct,ph_suelo,rendimiento_t_ha,alerta_calor,alerta_hidrico
Plátano,Llanos Orientales,23.5,39.5,5.27,5.701,0,0
Maíz,Región Andina,19.8,59.4,6.98,1.406,0,0
Café,Valle del Cauca,26.9,32.6,6.62,0.358,0,0
Arroz,Llanos Orientales,28.4,52.7,5.96,3.452,0,0
Café,Llanos Orientales,17.6,63.2,5.97,0.759,0,0
Maíz,Región Andina,15.2,64.9,6.13,1.562,0,0
Café,Valle del Cauca,14.3,83.0,4.75,0.831,0,0
Maíz,Eje Cafetero,21.8,45.5,5.28,1.331,0,0
Plátano,Región Andina,20.7,37.4,6.04,4.237,0,0
Arroz,Región Andina,21.8,58.3,6.4,5.676,0,0
Arroz,Eje Cafetero,20.9,67.4,5.84,4.709,0,0
Papa,Valle del Cauca,14.5,40.5,5.25,12.788,0,0
Arroz,Región Caribe,17.1,48.9,6.2,4.171,0,0
Café,Región Caribe,18.9,73.5,6.96,0.893,0,0
Café,Región Andina,23.4,50.6,6.58,0.614,0,0
Maíz,Eje Cafetero,31.4,46.7,5.95,1.131,1,0
Arroz,Región Andina,20.0,66.4,5.28,5.875,0,0
Papa,Eje Cafetero,24.4,60.5,4.94,18.62,0,0
Café,Región Caribe,18.4,63.0,7.26,0.88,0,0
Maíz,Eje Cafetero,20.2,64.7,7.05,1.681,0,0
Arroz,Valle del Cauca,22.9,34.9,4.83,3.358,0,0
Café,Eje Cafetero,27.6,40.8,5.11,0.56,0,0
Arroz,Valle del Cauca,30.2,60.9,7.26,3.905,1,0
Papa,Llanos Orientales,22.2,58.8,6.7,21.862,0,0
Maíz,Llanos Orientales,17.6,42.3,6.89,1.202,0,0
Maíz,Región Caribe,21.5,61.0,6.55,1.778,0,0
Café,Región Andina,20.5,46.8,6.4,0.593,0,0
Arroz,Llanos Orientales,11.8,56.9,4.97,3.247,0,0
Arroz,Eje Cafetero,31.6,49.8,6.84,3.496,1,0
Arroz,Eje Cafetero,23.9,32.2,5.99,2.931,0,0
Café,Llanos Orientales,21.2,74.9,7.24,1.126,0,0
Café,Región Andina,16.3,61.8,7.05,0.705,0,0
Plátano,Llanos Orientales,20.4,42.7,5.37,6.422,0,0
Maíz,Eje Cafetero,21.2,94.1,7.5,2.534,0,0
Plátano,Región Caribe,14.5,57.1,6.4,6.784,0,0
Café,Región Andina,30.1,86.2,6.13,1.005,1,0
Maíz,Región Caribe,24.7,33.7,5.64,0.891,0,0
Café,Región Andina,32.4,40.6,4.0,0.348,1,0
Café,Región Andina,10.6,81.5,6.57,0.735,0,0
Maíz,Llanos Orientales,21.9,49.3,7.65,1.513,0,0
Papa,Eje Cafetero,12.5,44.3,6.0,10.27,0,0
Plátano,Región Andina,29.0,36.2,4.94,4.595,0,0
Maíz,Región Andina,24.0,59.0,6.16,1.69,0,0
Plátano,Región Caribe,30.8,19.2,5.92,1.809,1,1
Maíz,Región Andina,24.8,59.1,4.9,1.338,0,0
Café,Región Caribe,16.5,34.3,7.57,0.396,0,0
Arroz,Eje Cafetero,15.8,44.2,5.71,3.124,0,0
Arroz,Valle del Cauca,13.5,64.6,6.16,4.362,0,0
Arroz,Región Andina,17.2,19.0,4.96,1.356,0,1
Papa,Valle del Cauca,26.5,42.5,6.69,11.712,0,0
Papa,Región Caribe,14.1,61.5,7.25,14.945,0,0
Maíz,Región Andina,21.7,41.0,5.96,0.97,0,0
Maíz,Valle del Cauca,20.9,76.3,7.01,2.182,0,0
Café,Región Caribe,29.4,54.3,4.56,0.551,0,0
Arroz,Región Caribe,22.8,35.1,5.17,2.462,0,0
Arroz,Valle del Cauca,23.5,64.9,4.87,5.333,0,0
Maíz,Eje Cafetero,23.5,69.2,6.14,1.509,0,0
Café,Llanos Orientales,24.3,43.0,7.12,0.457,0,0
Café,Región Caribe,23.4,48.5,6.36,0.639,0,0
Maíz,Eje Cafetero,19.9,48.4,7.36,1.051,0,0
Plátano,Valle del Cauca,22.4,68.6,5.86,8.785,0,0
Maíz,Valle del Cauca,24.2,54.2,7.02,1.37,0,0
Café,Llanos Orientales,15.5,87.8,5.89,0.855,0,0
Arroz,Valle del Cauca,25.5,71.6,5.1,6.329,0,0
Arroz,Llanos Orientales,33.2,31.7,5.51,1.772,1,0
Maíz,Región Caribe,20.7,72.2,5.77,1.915,0,0
Arroz,Valle del Cauca,19.1,70.7,6.5,5.768,0,0
Arroz,Región Andina,23.4,44.4,6.37,4.207,0,0
Plátano,Valle del Cauca,21.4,56.4,4.61,6.693,0,0
Papa,Valle del Cauca,21.0,75.5,5.88,20.998,0,0
Arroz,Llanos Orientales,23.0,53.8,7.25,4.983,0,0
Papa,Valle del Cauca,23.0,53.3,7.31,17.59,0,0
Papa,Eje Cafetero,20.8,55.0,4.46,17.745,0,0
Café,Región Andina,19.5,44.7,6.16,0.634,0,0
Maíz,Valle del Cauca,15.8,58.8,5.22,1.486,0,0
Maíz,Región Andina,19.2,31.2,6.37,0.854,0,0
Arroz,Región Caribe,15.1,62.7,5.32,3.752,0,0
Café,Región Caribe,17.8,62.3,5.73,0.69,0,0
Café,Región Caribe,19.5,73.7,8.5,1.02,0,0
Café,Valle del Cauca,22.7,60.8,6.11,0.907,0,0
Plátano,Región Caribe,20.2,59.0,6.23,8.767,0,0
Maíz,Llanos Orientales,20.6,47.0,6.4,1.19,0,0
Maíz,Valle del Cauca,22.2,73.0,7.26,2.062,0,0
Arroz,Valle del Cauca,19.8,34.6,6.09,2.553,0,0
Maíz,Región Andina,17.2,64.5,4.8,1.529,0,0
Café,Eje Cafetero,26.1,62.3,6.14,0.899,0,0
Arroz,Valle del Cauca,18.4,65.1,6.09,5.827,0,0
Café,Región Caribe,25.6,55.8,6.51,0.737,0,0
Café,Región Andina,23.5,64.7,5.25,0.868,0,0
Café,Llanos Orientales,23.6,61.2,6.66,0.764,0,0
Café,Eje Cafetero,27.0,60.4,7.39,0.596,0,0
Arroz,Región Caribe,25.6,55.9,5.58,4.779,0,0
Maíz,Región Caribe,21.5,36.8,6.04,0.848,0,0
Arroz,Valle del Cauca,23.1,39.1,5.59,3.283,0,0
Café,Región Caribe,21.6,56.0,6.77,0.804,0,0
Café,Región Caribe,20.9,16.4,6.17,0.205,0,1
Maíz,Eje Cafetero,15.9,47.1,6.31,0.968,0,0
Maíz,Eje Cafetero,16.2,77.6,5.51,1.591,0,0
Papa,Región Caribe,13.9,50.7,6.0,13.836,0,0
Arroz,Eje Cafetero,21.6,60.4,5.13,4.378,0,0
Arroz,Región Caribe,19.8,61.5,7.11,5.689,0,0
Café,Región Andina,20.4,57.5,7.1,0.805,0,0
Café,Llanos Orientales,35.1,50.0,6.23,0.445,1,0
Café,Eje Cafetero,23.1,63.5,5.97,0.748,0,0
Maíz,Llanos Orientales,20.2,58.3,5.87,1.473,0,0
Arroz,Valle del Cauca,19.1,18.5,6.56,1.224,0,1
Maíz,Región Andina,23.1,65.7,6.45,2.047,0,0
Café,Región Andina,24.7,58.2,5.84,0.671,0,0
Maíz,Llanos Orientales,23.2,45.4,5.81,1.391,0,0
Plátano,Región Caribe,20.8,61.3,4.24,7.826,0,0
Maíz,Eje Cafetero,21.7,78.9,4.0,2.53,0,0
Café,Región Andina,27.1,87.1,6.79,0.976,0,0
Plátano,Llanos Orientales,16.5,61.6,4.24,7.519,0,0
Maíz,Eje Cafetero,18.7,48.1,6.73,1.107,0,0
Maíz,Región Andina,24.0,76.3,6.07,2.179,0,0
Arroz,Llanos Orientales,28.0,34.8,5.76,2.416,0,0
Arroz,Valle del Cauca,14.8,36.6,7.36,2.49,0,0
Café,Región Andina,20.3,46.4,5.67,0.599,0,0
Maíz,Valle del Cauca,21.9,61.3,5.09,1.433,0,0
Arroz,Región Caribe,27.2,78.2,5.9,5.612,0,0
Café,Eje Cafetero,20.9,69.0,5.82,0.757,0,0
Café,Llanos Orientales,24.1,71.4,6.51,1.052,0,0
Café,Valle del Cauca,30.5,69.4,4.67,0.796,1,0
Café,Eje Cafetero,27.9,5.0,5.1,0.061,0,1
Café,Valle del Cauca,17.9,69.7,7.85,0.798,0,0
Maíz,Región Caribe,19.2,26.7,7.07,0.691,0,1
Arroz,Llanos Orientales,28.3,71.0,5.94,5.911,0,0
Arroz,Llanos Orientales,17.1,87.4,6.39,5.606,0,0
Café,Valle del Cauca,21.6,77.6,6.12,1.116,0,0
Arroz,Valle del Cauca,9.3,41.0,6.13,2.299,0,0
Café,Región Andina,14.0,91.4,6.85,0.961,0,0
Maíz,Valle del Cauca,24.4,32.7,6.27,0.931,0,0
Café,Llanos Orientales,19.2,56.6,6.0,0.668,0,0
Maíz,Eje Cafetero,22.6,49.0,5.89,1.493,0,0
Papa,Región Caribe,17.1,41.6,5.84,11.92,0,0
Café,Llanos Orientales,30.3,83.8,4.9,0.962,1,0
Maíz,Valle del Cauca,16.2,23.8,6.01,0.47,0,1
Maíz,Región Caribe,22.8,81.9,5.55,2.571,0,0
Arroz,Región Caribe,21.5,40.5,6.4,3.226,0,0
Café,Región Caribe,26.2,35.7,8.37,0.375,0,0
Plátano,Región Andina,28.8,63.3,7.96,5.928,0,0
Café,Llanos Orientales,21.3,38.5,7.31,0.597,0,0
Café,Eje Cafetero,16.2,28.5,4.14,0.339,0,1
Café,Eje Cafetero,20.9,8.1,5.85,0.095,0,1
Café,Región Caribe,25.3,82.0,6.86,0.853,0,0
Maíz,Región Andina,22.3,45.6,6.47,1.247,0,0
Maíz,Región Caribe,21.7,27.3,6.12,0.755,0,1
Plátano,Valle del Cauca,24.3,67.9,7.23,9.997,0,0
Plátano,Región Andina,21.7,37.4,5.92,4.865,0,0
Plátano,Región Caribe,18.1,56.4,6.13,6.622,0,0
Arroz,Eje Cafetero,25.5,27.7,6.4,2.513,0,1
Maíz,Llanos Orientales,14.1,63.7,6.66,1.644,0,0
Café,Eje Cafetero,26.4,26.0,6.21,0.326,0,1
Maíz,Valle del Cauca,26.6,40.2,6.19,1.093,0,0
Papa,Región Caribe,15.2,41.8,4.83,10.282,0,0
Maíz,Llanos Orientales,20.5,66.4,6.12,1.866,0,0
Café,Valle del Cauca,25.4,44.7,7.79,0.543,0,0
Arroz,Eje Cafetero,26.4,57.9,7.28,3.984,0,0
Maíz,Región Andina,28.1,44.6,7.3,1.224,0,0
Maíz,Eje Cafetero,26.5,74.0,6.91,1.807,0,0
Arroz,Región Caribe,20.7,69.8,7.74,6.441,0,0
Café,Región Caribe,23.7,41.8,5.44,0.473,0,0
Maíz,Región Andina,29.8,22.5,5.01,0.54,0,1
Arroz,Eje Cafetero,20.5,77.1,4.67,5.813,0,0
Café,Llanos Orientales,26.7,52.2,7.06,0.533,0,0
Plátano,Región Andina,18.6,57.1,7.07,6.331,0,0
Café,Llanos Orientales,21.8,35.7,6.0,0.427,0,0
Café,Eje Cafetero,21.1,56.2,6.55,0.69,0,0
Maíz,Valle del Cauca,13.9,52.8,6.43,1.333,0,0
Café,Valle del Cauca,23.2,48.3,7.41,0.642,0,0
Arroz,Región Caribe,18.5,49.2,6.24,3.475,0,0
Café,Valle del Cauca,17.3,51.6,8.5,0.587,0,0
Café,Llanos Orientales,22.5,65.4,6.62,0.84,0,0
Arroz,Eje Cafetero,32.4,58.7,4.65,3.079,1,0
Maíz,Región Caribe,14.3,71.9,4.65,1.721,0,0
Papa,Eje Cafetero,24.5,73.3,6.4,22.607,0,0
Plátano,Región Andina,14.8,55.1,5.09,6.988,0,0
Arroz,Llanos Orientales,15.4,54.4,7.7,3.448,0,0
Arroz,Región Caribe,31.9,73.1,8.5,4.747,1,0
Papa,Región Andina,24.9,67.7,7.0,24.832,0,0
Maíz,Eje Cafetero,23.9,58.9,4.95,1.819,0,0
Maíz,Llanos Orientales,22.6,49.1,6.2,1.448,0,0
Maíz,Valle del Cauca,14.5,84.2,5.85,1.912,0,0
Café,Región Andina,21.3,53.6,6.6,0.826,0,0
Arroz,Región Caribe,26.8,56.8,5.35,3.963,0,0
Café,Valle del Cauca,11.7,51.2,6.62,0.434,0,0
Plátano,Región Andina,22.7,46.8,7.29,6.216,0,0
Papa,Eje Cafetero,24.6,37.7,6.15,12.737,0,0
Arroz,Valle del Cauca,18.7,53.8,6.24,4.777,0,0
Maíz,Llanos Orientales,21.8,46.2,7.18,1.124,0,0
Papa,Región Caribe,13.7,52.8,7.94,13.587,0,0
Maíz,Valle del Cauca,24.5,31.0,5.66,0.755,0,0
Café,Región Caribe,22.1,58.3,7.08,0.9,0,0
Maíz,Valle del Cauca,23.2,29.2,6.07,0.798,0,1
Arroz,Eje Cafetero,17.3,59.0,5.66,4.403,0,0
Café,Eje Cafetero,24.4,22.5,5.58,0.256,0,1
Maíz,Región Caribe,21.8,57.6,4.82,1.365,0,0
Maíz,Región Andina,23.9,44.9,6.57,0.967,0,0
Café,Valle del Cauca,23.1,74.0,5.99,0.845,0,0
Café,Región Caribe,19.8,56.3,8.4,0.646,0,0
Café,Llanos Orientales,23.4,73.0,6.99,0.963,0,0
Papa,Llanos Orientales,17.8,38.3,6.71,13.74,0,0
Arroz,Región Andina,25.9,59.3,5.72,4.104,0,0
Café,Llanos Orientales,18.9,51.3,7.74,0.618,0,0
Arroz,Región Andina,27.0,34.8,6.92,2.677,0,0
Café,Región Caribe,27.7,9.1,5.84,0.098,0,1
Café,Región Caribe,8.5,72.1,5.92,0.627,0,0
Café,Valle del Cauca,28.3,53.6,6.0,0.676,0,0
Maíz,Región Andina,20.2,64.4,5.65,1.698,0,0
Café,Llanos Orientales,25.4,71.9,4.51,1.003,0,0
Arroz,Eje Cafetero,24.9,58.7,4.93,4.856,0,0
Maíz,Eje Cafetero,21.8,30.0,7.37,0.897,0,1
Café,Región Andina,20.0,67.1,5.87,0.804,0,0
Papa,Llanos Orientales,21.0,48.7,7.12,18.783,0,0
Plátano,Llanos Orientales,20.8,47.7,5.35,7.076,0,0
Papa,Eje Cafetero,33.9,77.4,7.45,21.316,1,0
Arroz,Región Caribe,20.2,44.0,6.91,3.952,0,0
Café,Eje Cafetero,15.7,56.4,6.83,0.748,0,0
Arroz,Eje Cafetero,27.8,56.9,6.83,3.587,0,0
Maíz,Valle del Cauca,16.9,99.1,4.94,2.107,0,0
Arroz,Valle del Cauca,26.3,47.7,7.39,3.483,0,0
Plátano,Eje Cafetero,19.0,79.5,4.0,10.582,0,0
Maíz,Llanos Orientales,20.3,70.3,4.84,1.767,0,0
Maíz,Región Andina,29.5,59.5,6.79,1.433,0,0
Plátano,Región Andina,23.5,33.8,7.66,5.082,0,0
Papa,Valle del Cauca,20.1,58.3,6.11,21.255,0,0
Café,Valle del Cauca,23.4,44.6,5.01,0.621,0,0
Café,Región Caribe,18.2,20.2,5.09,0.254,0,1
Café,Eje Cafetero,16.4,37.6,5.29,0.48,0,0
Café,Eje Cafetero,28.2,62.6,5.98,0.736,0,0
Arroz,Región Andina,23.6,32.2,5.39,2.474,0,0
Arroz,Región Caribe,29.5,68.1,7.33,3.906,0,0
Café,Región Caribe,22.4,58.9,5.8,0.765,0,0
Café,Eje Cafetero,22.3,59.6,5.47,0.858,0,0
Café,Región Andina,21.6,64.9,5.07,0.882,0,0
Maíz,Valle del Cauca,21.3,75.0,6.62,2.159,0,0
Maíz,Región Andina,16.7,29.8,4.52,0.822,0,1
Café,Eje Cafetero,20.5,67.9,6.35,0.808,0,0
Café,Región Caribe,24.2,61.9,8.24,0.748,0,0
Café,Llanos Orientales,21.4,69.1,7.26,0.94,0,0
Arroz,Eje Cafetero,19.6,58.7,6.01,4.184,0,0
Plátano,Región Andina,27.1,51.4,6.32,5.818,0,0
Café,Llanos Orientales,16.1,48.7,6.83,0.606,0,0
Arroz,Valle del Cauca,17.5,50.2,7.24,3.957,0,0
Maíz,Valle del Cauca,19.3,35.3,6.55,0.767,0,0
Arroz,Llanos Orientales,25.6,28.1,6.25,2.348,0,1
Maíz,Región Andina,23.3,67.3,4.27,2.082,0,0
Papa,Valle del Cauca,25.2,85.9,7.01,22.487,0,0
Café,Eje Cafetero,24.4,44.2,4.56,0.54,0,0
Maíz,Llanos Orientales,34.4,50.1,5.6,0.857,1,0
Plátano,Valle del Cauca,19.4,62.4,5.82,7.59,0,0
Café,Región Caribe,25.5,59.9,7.43,0.837,0,0
Café,Llanos Orientales,25.3,58.9,5.65,0.746,0,0
Café,Eje Cafetero,23.5,85.2,5.02,1.167,0,0
Arroz,Llanos Orientales,24.2,63.1,4.39,5.842,0,0
Maíz,Región Caribe,23.0,30.8,4.66,0.916,0,0
Maíz,Región Caribe,15.5,55.9,6.31,1.226,0,0
Plátano,Llanos Orientales,28.3,31.7,6.5,4.027,0,0
Papa,Región Andina,15.2,79.0,4.97,18.65,0,0
Arroz,Valle del Cauca,21.3,45.1,8.27,3.095,0,0
Plátano,Eje Cafetero,18.6,43.2,6.83,5.187,0,0
Café,Valle del Cauca,18.1,55.6,6.8,0.584,0,0
Café,Valle del Cauca,23.1,69.7,6.28,1.089,0,0
Café,Región Caribe,20.7,100.0,5.17,1.534,0,0
Arroz,Llanos Orientales,28.6,43.1,5.74,2.941,0,0
Arroz,Región Andina,28.6,48.1,4.53,3.71,0,0
Arroz,Región Caribe,20.8,27.9,6.33,2.544,0,1
Café,Valle del Cauca,22.4,26.5,5.4,0.353,0,1
Papa,Región Caribe,19.9,90.3,5.58,34.114,0,0
Café,Eje Cafetero,27.0,65.9,5.03,0.802,0,0
Café,Valle del Cauca,20.0,5.0,6.44,0.055,0,1
Café,Valle del Cauca,27.1,83.8,7.08,0.862,0,0
Café,Valle del Cauca,27.7,65.7,4.64,0.813,0,0
